RUA,CEP,AREA,QUARTOS,BANHEIROS,VAGAS,PRECO
Rua Sílvia Celeste de Campos,05462010,435,4,3,2,3900000
Rua Valença,01254060,314,5,5,4,2980000
Rua Professor Otávio Ferrari,05605040,751,5,5,6,3750000
Rua Espanha,01446040,1400,4,8,6,35000000
Fazenda Morumbi,05657000,700,6,4,4,4300000
Rua Panaçu,04264080,144,3,5,2,1100000
Rua Mônaco,03413030,230,3,2,6,1300000
Jardim América,01441000,650,4,4,11,26600000
Rua Macaé,01251090,550,4,5,4,3500000
Rua Alberto Faria,05459000,350,3,3,3,3150000
Rua Arizona,04567000,150,3,1,2,1779990
Praça Santos Coimbra,05614050,560,3,4,8,3500000
Rua Iraúna,04518060,150,2,2,4,1400000
Rua Soares de Barros,04538060,150,3,2,2,2300000
Rua Zacarias de Gois,04610000,190,3,2,8,2000000
Rua Comendador Elias Jafet,05653000,493,4,4,6,2900000
Jardim Luzitânia,04030000,450,3,5,3,5400000
Rua Tefé,01251050,330,4,4,4,3700000
Rua Roteiro,05620080,660,4,8,5,6900000
Rua Sílvio Portugal,01247060,870,7,1,6,3200000
Rua Carataca,02266020,110,2,3,1,590000
Rua Domingos Augusto Setti,04116070,210,4,5,4,2100000
Rua Itapacurai,05705240,107,3,2,2,820000
Rua Turquia,01449050,840,3,4,6,13900000
Rua Teodoro Ramos,01250020,250,3,3,4,2800000
Pacaembu,01155000,325,3,4,4,2700000
Rua Bernardino Machado,04722120,450,4,5,4,3450000
Rua José Clemente,01428020,730,4,6,3,8000000
Rua Mário Guastini,05420010,470,5,5,3,2500000
Alto de Pinheiros,05462050,710,4,4,5,7800000
Alto de Pinheiros,05462050,670,4,5,6,8700000
Rua Alberto Faria,05459000,300,3,4,3,3350000
Jardim Paulista,01404000,800,5,7,6,9580000
Rua Júlio Verne,04725060,288,4,6,2,1890000
Rua Deputado Bady Bassit,05517050,340,4,5,6,3800000
Jardim América,01441000,366,4,2,4,5200000
Avenida Itacira,04061000,1000,5,7,14,6000000
Rua Pero Correia,04113040,144,3,3,7,850000
Rua Brigadeiro Gama Barcelos,04355070,145,2,4,2,540000
Jardim Marajoara,04660000,532,4,6,7,2100000
Rua Ubatuba,01248030,420,4,5,5,5500000
Rua Tucuna,05021010,270,3,4,2,1580000
Rua Lacedemônia,04634020,167,3,5,2,840000
Rua Lomas Valentinas,05084010,1128,4,6,6,9000000
Rua Dom Silvério Pimenta,04129070,80,2,1,2,420000
Rua Manduri,01457020,400,6,5,4,7000000
Rua Groenlândia,01434000,210,3,2,3,3000000
Rua Francisco Farel,05436070,310,3,3,3,3160000
Rua Dona Balduína,01251020,410,3,6,3,3100000
Butantã,05587155,365,3,5,2,2990000
Rua Enrico de Martino,05652010,470,4,5,6,1600000
Caxingui,05579000,140,3,3,2,890000
Rua Maestro Elias Lobo,01433000,210,3,3,2,3400000
Moema,04077020,400,4,5,5,5000000
Rua Antonina,01255010,400,4,3,6,6000000
Rua Tibiriçá,01107060,491,3,3,6,5200000
Rua Isaura Abad Giacomelli,04125000,200,5,4,4,1280000
Avenida das Magnólias,05674000,900,4,7,10,10000000
Jardim América,01441000,500,4,4,8,13000000
Rua José Cardoso Coutinho,04784250,220,3,3,3,920000
Rua Leiria,04030080,330,4,5,4,7900000
Jardim Paulistano,01451001,385,5,3,8,3000000
Consolação,01416020,450,3,6,3,4300000
Largo Nossa Senhora da Conceição,01528060,180,3,1,2,1080000
Rua Professor Miguel Maurício da Rocha,04622030,700,4,6,6,4200000
Rua Bacopari,05470030,256,3,4,3,3250000
Jardim Morumbi,05693000,600,5,6,5,5800000
Rua General Bagnuolo,03152130,246,3,3,2,650000
Alto de Pinheiros,05462050,543,4,5,4,9500000
Avenida Moaci,04083000,200,4,5,1,1650000
Jardim América,01441000,1200,4,4,7,25600000
Praça Cecília Perigo Saldiva,05458080,420,3,3,3,6800000
Rua Leão XIII,02526000,267,3,5,4,1350000
Rua Doutor João Neves Neto,05605000,380,3,5,3,2400000
Rua Bragança,04727000,400,4,1,5,3500000
Rua Doutor Félix,01533030,250,3,4,1,1400000
Jardim Guedala,05608020,1300,5,7,6,5900000
Rua Simão Machado,02303070,90,2,2,2,460000
Rua Alcacer,03325100,233,3,2,2,860000
Rua Urbanizadora,01252040,250,3,3,4,2900000
Rua Santos Dumont,08223268,567,4,3,4,3490000
Jardim Santo Amaro,04741175,120,2,2,4,800000
Vila Cordeiro,04583105,83,2,3,1,480000
Rua Bailique,03415050,170,3,3,3,1200000
Rua das Begônias,05676000,456,5,4,7,2200000
Rua Padre Madureira,08330444,1400,5,8,6,12000000
Parque Continental,05328000,165,3,3,1,560000
Rua Itatiba,01248060,513,4,7,12,5500000
Rua Taguató,03433060,180,5,4,3,450000
Rua Engenheiro Janot Pacheco,05617100,342,4,6,7,2990000
Rua João Batista Leme da Silva,05449030,174,4,4,2,1219000
Cidade Centenário,03933070,180,2,3,2,600000
Avenida das Magnólias,05674000,308,5,5,4,2500000
Alameda dos Camaiurás,04061020,820,6,3,6,2990000
Cidade Jardim,01453000,589,4,5,6,4000000
Rua Professor Luciano Gualberto,05655010,605,4,8,10,5000000
Rua Bispo Eugênio Demazemod,03206040,160,3,3,2,790000
Rua Maurício de Castilho,04264020,300,3,5,3,2600000
Avenida Lopes de Azevedo,05603000,1820,5,8,10,12000000
Rua Afonso Ferreira,04503050,550,4,7,4,12000000
Rua Alberto Faria,05459000,383,5,7,5,5290000
Rua Professor Carlos Zagotis,03314020,200,3,3,2,950000
Rua Doutor Abílio Martins de Castro,04663110,710,3,3,4,2500000
Jaguaré,05346000,220,4,4,3,1095000
Rua Machado de Assis,05281010,285,3,5,4,2150000
Avenida Professor Fonseca Rodrigues,05461010,500,4,5,4,6863720
Alto de Pinheiros,05462050,360,4,6,4,5800000
Rua Iraúna,04518060,300,3,3,3,1990000
Rua Afonso Bandeira de Melo,04613060,210,3,1,2,1100000
Vila Olímpia,04551090,160,3,5,3,2900000
Alto de Pinheiros,05462050,730,4,6,10,7800000
Rua Almirante Soares Dutra,05654000,408,3,5,4,3400000
Rua Moisés Anaute,05363030,220,3,5,4,1030000
Jardim Paulistano,01451001,630,4,9,7,14000000
Rua Açaraí,05608040,497,3,4,4,3000000
Jardim Miriam,04416250,400,5,5,4,1950000
Rua Grécia,04911080,203,3,1,2,3100000
Rua Padre Madureira,08330444,551,4,8,8,5000000
Vila Oratório,03194010,93,3,1,1,531000
Rua da Independência,05664015,170,3,2,1,500000
Rua General Sena Vasconcelos,05611010,352,4,4,3,3600000
Rua Ministro Ferreira Alves,05009060,147,3,2,1,760000
City América,05101240,446,4,4,5,2100000
Vila Albertina,02731060,181,3,1,2,700000
Rua Alberto Hodge,04740020,880,4,5,3,3500000
Rua do Minho,04031130,436,4,4,3,5500000
Vila Madalena,05444015,473,4,5,5,3600000
Rua Castro Delgado,05465010,357,4,5,4,6400000
Avenida IV Centenário,04030000,500,4,3,3,7900000
Vila Mariana,04112015,161,3,3,3,1200000
Rua Cordisburgo,05614090,800,4,6,6,3700000
Rua Doutor Rubens de Azevedo Marques,04646070,350,5,5,4,2200000
Rua Bergamota,05468000,190,2,2,3,1200000
Rua Antonina,01255010,366,3,4,3,3850000
Rua General Góis Monteiro,05029000,173,4,2,2,1100000
Rua São Bráulio,05612080,600,4,6,4,3500000
Jardim Panorama,05677000,481,4,6,4,3500000
Travessa Barreiras,04154110,235,3,3,2,530000
Avenida das Magnólias,05674000,307,4,5,6,2300000
Rua Simpatia,05436020,339,4,4,4,4340000
Jardim Europa,01449001,350,4,2,4,8000000
Alto de Pinheiros,05462050,560,5,3,4,3100000
Rua Kohei Yokoyana,05537140,139,5,5,5,1200000
Rua General Mena Barreto,01433010,570,4,7,5,11000000
Rua Tomás Teixeira,04658020,80,2,1,2,430000
Higienópolis,01238001,230,5,3,4,4600000
Rua Panapoi,04616030,130,2,1,6,1450000
Rua Heitor de Morais,01237000,500,4,5,5,5000000
Mirandópolis,04049060,300,3,5,3,1599000
Rua Aurelia Perez Alvarez,04642020,370,3,5,4,3672500
Rua Oagy Kalile,05657100,700,4,9,4,2780000
Rua Suécia,01446000,872,4,5,7,18000000
Rua Dom Henrique,04032120,953,4,8,7,25000000
Rua Padre José Griecco,05676090,870,4,9,6,6000000
Jardim Paulista,01404000,600,4,6,3,7500000
Rua Madalena de Morais,05614020,800,5,8,6,8000000
Rua Almirante Soares Dutra,05654000,700,3,5,4,3300000
Rua Conde D'Eu,04738010,756,5,6,5,3800000
Rua General Chagas Santos,04146050,250,2,2,1,1020000
Rua Professor Gabriel Ortiz,05612070,600,4,6,6,3500000
Rua Primavera,04235220,332,4,7,6,5500000
Rua Marco Aurélio,05048000,200,3,4,2,940000
Rua Professor Henrique Neves Lefevre,04637000,450,4,5,10,2800000
Rua Doutor José de Moura Resende,05517000,270,4,4,3,1280000
Rua Quiçaba,04513040,150,4,3,2,2500000
Rua Rocinha,04127030,195,3,4,2,1800000
Rua Iraci,01457000,375,4,4,3,3600000
Rua Taques Alvim,05671030,540,4,6,4,4000000
Rua Téles Peixoto,02337050,161,2,2,2,946000
Jardim Europa,01449001,400,3,6,3,6600000
Jardim América,01441000,310,4,4,2,5000000
Rua Baicuri,05469030,600,4,5,3,4500000
Lapa,05069030,350,4,5,8,3200000
Avenida Amarilis,05673030,450,4,4,4,3700000
Morumbi,05606010,700,4,6,6,4950000
Rua Áurea,05623000,196,3,3,2,3000000
Rua Itápolis,01245000,196,3,2,4,1800000
Rua Itajaçu,01247030,274,3,5,3,1950000
Rua Alberto Faria,05459000,372,4,5,6,2500000
Rua Alberto Willo,04067040,450,5,4,3,2130000
Rua Principado de Mônaco,01247040,1100,6,10,12,10000000
Rua Santo Estácio,04319010,120,3,2,2,850000
Rua Afonso Ferreira,04503050,487,3,3,4,4200000
Rua José Ferreira Guimarães,05615130,320,4,6,4,2700000
Rua Cássio Martins Vilaça,01249000,278,4,7,4,2890000
Rua Dom Henrique,04032120,360,3,3,2,4500000
Rua Groenlândia,01434000,372,3,3,10,4650000
Cidade Jardim,01453000,447,4,6,4,3500000
Rua Miguel Teles Júnior,01540040,250,3,4,1,775000
Vila Clementino,04042030,241,3,3,4,4500000
Rua Emboabas,04623010,450,4,4,6,2700000
Rua Alves Guimarães,05410000,338,4,2,4,3500000
Jardim Novo Mundo,04518010,350,4,3,3,3800000
Rua Lotário Lutz,04645060,920,6,10,12,10000000
Pinheiros,05187635,140,2,2,1,1915000
Jardim Paulista,01404000,900,4,9,10,8000000
Rua Taques Alvim,05671030,420,4,5,4,3800000
Avenida Lopes de Azevedo,05603000,448,4,5,3,3000000
Boaçava,05469020,419,3,7,4,4800000
Rua Alberto Faria,05459000,470,4,2,6,5700000
Jardim Paulista,01404000,261,3,1,2,3300000
Rua Henri Dunant,04709110,140,3,3,2,1250000
Rua Professor Otávio Ferrari,05605040,751,5,8,6,3500000
Rua Luisiania,04560020,210,3,4,3,2130000
Praça Padre Mário Fontana,03127030,350,3,5,3,3500000
Rua Vergueiro,01504000,131,1,1,1,640000
Vila Madalena,05444015,492,4,6,4,4300000
Rua Banibás,05460010,442,5,3,5,4990000
Rua Campo Grande,05302050,350,3,5,4,3190000
Rua Guadelupe,01439010,752,4,6,6,14000000
Rua Doutor Barros Cruz,04118130,180,3,2,5,4032000
Rua Antônio Ambuba,05782370,124,3,2,2,690000
Rua Comendador Elias Zarzur,04736000,324,4,5,3,3500000
Boaçava,05469020,704,4,2,7,2500000
Rua Petrópolis,05665140,450,4,5,4,2970000
Rua Luís Dib Zogaib,05613020,1050,3,6,9,7800000
Vila Ipojuca,05057100,266,3,3,3,2000000
Jardim Europa,01449001,126,1,1,2,2500000
Rua Caixanas,05612030,918,5,7,10,9000000
Jardim América,01441000,233,3,3,2,4950000
Rua Duartina,01256030,402,3,1,4,3800000
Vila Progredior,05618000,688,4,5,6,4500000
Rua Comandante Garcia D'Ávila,05654040,404,4,5,4,1600000
Jardim Europa,01449001,650,3,5,6,13900000
Rua Camargo Aranha,01236040,475,5,3,4,4000000
Pinheiros,05187635,656,3,4,5,5300000
Rua Emílio Mallet,03320000,170,2,2,3,1200000
Rua Nicarágua,01438070,450,2,3,6,17000000
Rua Vicente Góes e Aranha,05691010,368,3,5,4,2500000
Praça Santos Coimbra,05614050,450,4,5,6,2150000
Rua Pau,05471030,422,4,4,6,4500000
Rua Quintana,04569010,220,3,2,2,1880000
Rua Itaperuna,01247010,1000,4,3,4,8990000
Barra Funda,01152000,44,1,1,1,345000
Rua Capepuxis,05452030,356,4,7,5,3850000
Rua João Moura,05412000,290,4,3,4,2230000
Rua Bernardino de Campos,04620000,180,3,2,2,899990
Rua Brentano,05302040,140,4,3,2,1470000
Rua Irlanda,01450050,482,4,5,5,9050000
Jardim Paulistano,01451001,600,4,4,4,12720000
Rua Murajuba,05467010,390,4,3,3,3200000
Avenida Jônia,04634010,223,3,3,4,950000
Jardim das Bandeiras,05439110,750,4,7,4,8400000
Rua Desembargador Joaquim Barbosa de Almeida,05463010,350,5,4,3,2700000
Avenida Doutor Alberto Penteado,05678000,1500,5,5,10,10000000
Rua Artur Dias,04150070,160,2,2,2,1100000
Rua São Bernardo,03304000,159,3,2,2,1200000
Rua Manduri,01457020,400,3,4,6,7200000
Jardim Leonor,02348170,780,5,5,4,7500000
Cidade Jardim,01453000,425,4,4,2,3800000
Rua General Fonseca Teles,01433020,1150,5,8,8,27000000
Rua Brito Peixoto,04582020,269,3,3,4,1950000
Rua Júlio Ribeiro Neto,05652050,323,3,5,4,1850000
Rua Amarais,03436040,300,6,5,3,1000000
Jardim Paulistano,01451001,300,4,4,2,4250000
Rua Francisco Pessoa,05727230,106,3,4,2,695000
Rua Heitor Peixoto,01543000,181,2,3,1,650000
Jardim Paulista,01404000,379,3,5,5,4300000
Jardim Europa,01449001,581,4,3,10,25000000
Rua Cláudio Henrique de Paula,03384000,125,3,3,2,455000
Rua Baré,05046030,350,4,6,4,3500000
Jardim Petropolis,04636000,700,4,7,6,5000000
Rua Adalívia de Toledo,05683000,650,4,4,7,5500000
Rua Barajuba,05463040,450,4,7,4,5500000
Jardim América,01441000,936,4,6,6,26000000
Alto de Pinheiros,05462050,488,5,5,8,3500000
Alto de Pinheiros,05462050,341,3,5,4,3500000
Rua Giovanni Carnovali,04191000,120,3,2,2,580000
Rua Doutor Oscar de Almeida,05656000,1280,5,8,4,3500000
Rua Iraúna,04518060,335,4,5,3,1950000
Jardim Europa,01449001,504,3,3,4,18000000
Jardim Morumbi,05693000,450,4,2,7,2600000
Vila Ida,05455000,490,5,8,10,3000000
Travessa República do Suriname,01443090,300,4,5,2,4250000
Vila Jacuí,08060120,75,2,1,1,265000
Rua Votuporanga,01256000,455,5,4,4,2500000
Rua Itavera,05603060,613,4,5,5,5500000
Rua Maestro Elias Lobo,01433000,500,4,5,4,10000000
Rua Conceição de Monte Alegre,04563060,165,3,4,2,1300000
Jardim Guedala,05608020,450,3,4,7,3400000
Rua Maestro Chiaffarelli,01432030,191,3,2,1,2600000
Rua Croata,05056020,141,2,2,1,1190000
Jardim Leonor,02348170,350,3,4,5,2000000
Rua Raul Pompéia,05281090,160,3,5,2,1245000
Cidade Jardim,01453000,680,5,5,4,4500000
Jardim Leonor,02348170,442,3,8,4,2600000
Rua Padre Marchetti,04266000,145,2,3,2,550000
Rua Caio Graco,05044000,130,4,2,3,1350000
Vila Nova Conceição,04507000,210,3,2,4,5250000
Vila Califórnia(Zona Sul),04775240,300,6,5,2,850000
Rua Bahia,08090553,350,4,5,3,3350000
Jardim Europa,01449001,700,4,4,5,9500000
Jardim Leonor,02348170,413,6,6,7,2490000
Avenida Antônio Batuira,05462050,332,4,5,12,2389000
Rua Morgado de Mateus,04015050,258,4,3,2,2250000
Rua Marquês Maricá,04252000,166,3,3,2,563000
Boaçava,05469020,435,4,4,6,4500000
Vila Mafra,03414180,100,2,2,2,330000
Rua Palestra Itália,05005030,200,3,3,1,1000000
Avenida Morumbi,05606010,280,4,3,3,3150000
Rua Lomas Valentinas,05084010,380,3,4,4,2850000
Rua Mesquita,01544010,283,6,3,1,1250000
Rua Pongada,05679030,389,4,6,4,2000000
Rua Romão Gomes,05502030,470,4,6,3,2930000
Cidade Jardim,01453000,458,4,6,6,2400000
Rua Júlio Ribeiro Neto,05652050,410,3,4,5,1850000
Alto de Pinheiros,05462050,400,3,4,3,3500000
Rua Dona Eponina Afonseca,04720010,400,4,4,4,2500000
Rua Engenheiro Prudente,01550000,150,3,4,2,1000000
Jardim Sílvia (Zona Oeste),05678000,1643,4,6,10,3800000
Rua Honduras,04379095,876,4,8,6,17500000
Rua Professor Miguel Maurício da Rocha,04622030,480,5,7,4,2700000
Rua Barão do Bananal,05024000,142,3,3,4,1400000
Alto de Pinheiros,05462050,722,4,5,8,6200000
Alto de Pinheiros,05462050,350,4,3,4,2600000
Rua Olegário Mariano,05612000,837,4,4,10,10000000
Rua Kansas,04558000,300,3,6,3,2350000
Rua Elisio Fonseca,05203370,120,3,3,3,320000
Rua Magalhães Gandavo,02270090,85,2,2,2,545000
Rua Piranji,03349050,128,3,2,2,690000
Alto de Pinheiros,05462050,470,4,7,6,8000000
Paineiras do Morumbi,05683060,850,4,8,10,8500000
Rua Doutor Fausto de Almeida Prado Penteado,05678040,1643,4,4,5,3800000
Jardim Guedala,05608020,700,4,4,8,4300000
Rua Capitão Prudente,05422050,200,3,2,2,2450000
Vila Olímpia,04551090,300,4,5,2,3900000
Jardim Paulista,01404000,390,4,4,4,5500000
Rua Marquês de Herval,04146010,90,2,2,1,532000
Avenida Aratãs,04081000,210,3,4,8,1490000
Rua Flávio Queirós Morais,01249030,369,4,5,3,2800000
Rua da Paz,02237055,315,4,6,4,2350000
Avenida Lineu de Paula Machado,05601000,500,5,6,5,3500000
Rua General Mena Barreto,01433010,550,4,5,8,8500000
Rua Henrique Martins,04504000,551,4,4,3,15000000
Rua Maria Leonete da Silva Nóbrega,05454010,271,4,3,4,1950000
Rua Iraúna,04518060,450,4,5,6,4850000
Rua Anadia,04108100,220,2,3,1,790000
Rua Paulo César,02311240,230,4,4,5,1330000
Rua Maranjaí,01549010,310,3,2,3,690000
Rua Joazeiro,01253030,640,3,8,6,3900000
Rua Paulo Orozimbo,01535000,200,3,2,3,1800000
Jardim Paulistano,01451001,750,4,8,4,15000000
Rua Tebas,04634030,400,3,5,3,1490000
Avenida Ireré,04064000,600,4,6,4,6000000
Rua Cláudio Rossi,01547000,135,2,2,3,950000
Rua Nicolau Zarvos,04356080,199,4,4,4,1350000
Fazenda Morumbi,05657000,900,5,5,5,5500000
Rua Doutor Veiga Filho,01229001,466,8,5,7,2590000
Alto de Pinheiros,05462050,400,4,3,3,4900000
Rua Doutor Ambrógio Bonomi,05311050,236,2,3,2,1100000
Rua Doutor Valentino Sola,04114010,243,3,4,3,1800000
Alto de Pinheiros,05462050,535,3,6,8,5900000
Vila Sônia,05626010,700,1,6,3,4000000
Rua José Ubaldo Lomônaco,04114080,175,3,4,3,1190000
Rua Dona Martinha,02460080,100,3,2,2,848000
Rua Enrico de Martino,05652010,700,4,5,10,4000000
Rua Doutor Carlos Norberto de Souza Aranha,05450010,384,4,6,2,4949000
Jardim Guedala,05608020,551,4,8,12,5000000
Rua José Taufik Soubhia,04119100,110,3,4,2,1450000
Rua Carpina,05601020,937,5,6,10,2500000
Jardim Guedala,05608020,420,3,1,4,3500000
Rua dos Miranhas,05434040,280,3,4,4,4350000
Jardim Viana,05654010,258,4,6,3,2100000
Rua Doutor Sérgio Fleury,05305060,120,2,2,1,600000
Jardim Europa,01449001,409,4,4,4,13500000
Rua Tomé Portes,04623050,490,4,3,5,1850000
Rua General Góis Monteiro,05029000,204,3,2,2,1300000
Avenida Fulfaro,04414200,120,2,1,1,399000
Rua Alberto Faria,05459000,400,4,4,3,4900000
Rua Heitor Peixoto,01543000,120,2,3,2,1050000
Rua Cardoso de Melo Júnior,05462020,460,4,7,4,5500000
Jardim Guedala,05608020,595,5,8,6,6000000
Jardim Europa,01449001,800,4,2,3,10600000
Avenida Nova Cantareira,02331000,450,4,4,6,3100000
Jardim Prudência,04381000,929,4,4,4,2700000
Rua Boytac,05673080,550,5,5,6,4000000
Rua Laura Vicuna,05454090,350,4,3,5,2950000
Avenida Morumbi,05606010,1200,6,6,6,8000000
Vila Anhangüera,04673170,130,3,3,2,690000
Rua Lourenço de Almeida Prado,05690090,1337,6,10,10,10000000
Rua Álvaro Guião,05103040,125,3,2,6,695000
Boaçava,05469020,700,3,5,4,3100000
Jardim Guedala,05608020,542,4,6,6,4200000
Pacaembu,01155000,431,3,5,5,3000000
Rua Geórgia,04559010,210,2,3,1,1670000
Rua Dom Miguel Costa,04129060,140,3,1,3,870000
Jardim Paulistano,01451001,250,4,5,2,2300000
Jardim Guedala,05608020,650,4,4,5,3200000
Cidade Jardim,01453000,1062,4,5,6,7000000
Sumaré,04894499,440,4,6,4,1950000
Rua Pianú,05454050,451,5,7,7,3500000
Rua Angatuba,01247000,318,3,7,4,5550000
Rua Antônio de Andrade Rebelo,05692000,1000,4,6,8,15000000
Rua Beatriz,08041460,299,3,5,4,2950000
Jardim Paulista,01404000,844,4,8,5,13900000
Rua Comprida,02311010,120,3,2,2,530000
Rua Antônio de Macedo Soares,04607000,100,2,1,1,430000
Rua Carlos Rath,05462030,400,4,3,4,3450000
Rua Doutor José Maria Whitaker,05622000,628,4,6,8,4500000
Alto de Pinheiros,05462050,220,4,4,6,2800000
Rua Carataca,02266020,120,2,3,1,570000
Jardim Guedala,05608020,542,4,4,6,4200000
Rua Araripina,05603030,448,3,5,4,4500000
Jardim Luzitânia,04030000,612,4,3,4,12000000
Jardim Consórcio,04437070,196,4,3,2,750000
Avenida Doutor Arnaldo,01246000,270,3,3,4,1950000
Rua Haroldo Paranhos,04357060,150,3,2,2,650000
Jardim Guedala,05608020,550,4,4,4,5500000
Rua Marquês de Herval,04146010,90,2,2,1,535000
Vila Alpina,03206070,200,3,3,6,800000
Rua Boa Sorte,02326232,148,2,2,2,980000
Jardim América,01441000,420,4,3,10,8900000
Rua Aecri,05453020,312,3,4,2,3200000
Jardim Europa,01449001,400,4,3,2,5700000
Rua Itapacurai,05705240,240,3,3,8,850000
Jardim Leonor,02348170,300,3,4,3,1100000
Rua Livreiro Saraiva,01237020,372,3,6,5,2600000
Rua Professor Frontino Guimarães,04017050,213,3,3,2,1690000
Rua Conselheiro Zacarias,01429020,562,4,4,12,8000000
Rua Ferreira do Alentejo,04728060,142,3,3,2,2380000
Alto de Pinheiros,05462050,400,3,3,5,5500000
Rua Pau,05471030,606,4,7,4,7410000
Campo Belo,04880250,137,3,3,2,600000
Campo Belo,04880250,152,3,4,2,1650000
Jardim Paulista,01404000,850,4,6,10,13500000
Rua Marcos Fernandes,04149120,110,3,2,5,914000
Rua Assungui,04131000,487,3,2,3,1500000
Jardim Leonor,02348170,350,3,3,4,2450000
Avenida George Saville Dodd,05608020,550,4,2,6,4400000
Rua das Jabuticabeiras,05674010,460,3,3,4,4500000
Rua Doutor Avelino Chaves,05318040,180,3,3,1,710000
Jardim Paulista,01404000,570,4,4,5,12000000
Rua Gradau,03201010,92,3,2,2,600000
Jardim América,01441000,773,4,4,10,45825000
Boaçava,05469020,658,5,7,8,7500000
Jardim Luzitânia,04030000,566,3,2,5,12500000
Rua dos Caetés,05016080,200,3,3,3,1630000
Vila Inah,05618090,360,4,6,6,2200000
Rua Scuvero,01527000,156,3,2,3,700000
Rua Ubaíra,04517140,200,3,4,4,1990000
Rua Maestro Elias Lobo,01433000,1060,5,5,4,30000000
Rua Ailson Simões,04652228,76,3,2,2,430000
Rua Cayowaá,05018000,131,3,2,4,2800000
Retiro Morumbi,05692000,600,4,3,4,17000000
Rua Nabih Assad Abdalla,05688040,540,4,3,2,3850000
Rua Manuel Alonso Medina,04650030,185,3,3,2,1000000
Jardim Paulista,01404000,550,4,3,8,8600000
Jardim Rizzo,05587100,80,3,2,1,550000
Rua D'Ouro,04030040,367,4,5,6,7000000
Rua Napagoé,03212040,360,3,3,3,1590000
Avenida Bagiru,05469020,407,4,6,2,3950000
Jardim Santa Maria,03576140,140,2,2,2,640000
Rua Doutor Queirós Guimarães,05609000,330,3,4,4,1850000
